id,complaint_text,department,issue_type,locality,duration_text,latitude,longitude,status
C1289,"Heavy rain created a massive Missing Manhole Cover in Noida Sector 62, risk of fatal accidents at night.",Roads,Missing Manhole Cover,Noida Sector 62,24 hours,28.628212,77.364402,Pending
C1505,Distribution transformer has Exposed Wire sparking continuously near Main Market in Noida Sector 62.,Electrical,Exposed Wire,Noida Sector 62,for past 4 days,28.628638,77.365674,Pending
C1529,Heavy storm caused Tree Fall Hazard blocking the entrance of Vasant Kunj park near Police Station.,Parks,Tree Fall Hazard,Vasant Kunj,for past 4 days,28.527691,77.152436,In Progress
C1427,"Severe Pipeline Burst observed near Community Center in Mayur Vihar Phase 1, clean drinking water being wasted for almost 10 days.",Water,Pipeline Burst,Mayur Vihar Phase 1,almost 10 days,28.608001,77.294508,In Progress
C1164,Auto-rickshaws blocking entry with Traffic Signal Down outside Bus Stand in Noida Sector 62.,Traffic,Traffic Signal Down,Noida Sector 62,2 days,28.626228,77.366227,Pending
C1775,Loudspeakers and industrial machinery causing unbearable Stray Animals in residential Pitampura for 5 days.,Other,Stray Animals,Pitampura,5 days,28.697017,77.139354,Manual Review
C1756,Stagnant sewer water and Sewage Blockage overflowing onto pavement in Noida Sector 62 for for past 4 days.,Sewage,Sewage Blockage,Noida Sector 62,for past 4 days,28.626098,77.364719,Resolved
C1416,"Drinking water supply in Dwarka Sector 6 has brown smelly Water Contamination for since Monday, health risk to residents.",Water,Water Contamination,Dwarka Sector 6,since Monday,28.583396,77.059883,Resolved
C2173,"Street light pole has Transformer Fault near Police Station in Connaught Place, complete darkness for 48 hours.",Electrical,Transformer Fault,Connaught Place,48 hours,28.631608,77.217806,Resolved
C1037,"Manhole lid broken with Gutter Stagnation near school in Rohini Sector 14, life-threatening for children.",Sewage,Gutter Stagnation,Rohini Sector 14,24 hours,28.716814,77.133037,Pending
C1808,"Key traffic junction has Traffic Signal Down at Lajpat Nagar crossing, accidents happening daily.",Traffic,Traffic Signal Down,Lajpat Nagar,5 days,28.567683,77.242745,Pending
C2112,Uncovered electrical junction box with Transformer Fault near children's park in Noida Sector 62.,Electrical,Transformer Fault,Noida Sector 62,since Monday,28.629945,77.366094,In Progress
C1514,Unauthorized commercial establishment causing Public Nuisance late night in Rohini Sector 14 for since Monday.,Other,Public Nuisance,Rohini Sector 14,since Monday,28.716927,77.131557,Pending
C1131,Dense bushes and Overgrown Vegetation in Connaught Place park haven't been trimmed for 2 weeks.,Parks,Overgrown Vegetation,Connaught Place,2 weeks,28.629631,77.216182,Pending
C1173,Distribution transformer has Exposed Wire sparking continuously near City Hospital in Rohini Sector 14.,Electrical,Exposed Wire,Rohini Sector 14,5 days,28.71662,77.131683,Resolved
C2187,"Urgent repair needed for Road Damage near Mother Dairy, road surface completely broken.",Roads,Road Damage,Karol Bagh,3 days,28.649661,77.191088,Resolved
C1032,"Heavy rain created a massive Pothole in Saket, risk of fatal accidents at night.",Roads,Pothole,Saket,for past 4 days,28.524491,77.208339,Pending
C1824,"Heavy rain created a massive Missing Manhole Cover in Lajpat Nagar, risk of fatal accidents at night.",Roads,Missing Manhole Cover,Lajpat Nagar,24 hours,28.569668,77.242948,Pending
C1589,"Major intersection in Mayur Vihar Phase 1 has Traffic Signal Down near Post Office, creating chaotic traffic jam.",Traffic,Traffic Signal Down,Mayur Vihar Phase 1,5 days,28.609505,77.296566,Pending
C1177,Illegal temporary stalls and Encroachment blocking the walkway in Vasant Kunj.,Other,Encroachment,Vasant Kunj,since last Thursday,28.52941,77.155765,Resolved
C1124,Commercial vehicles and cabs doing Missing Signboard on narrow road in Dwarka Sector 6 for 2 weeks.,Traffic,Missing Signboard,Dwarka Sector 6,2 weeks,28.583286,77.059955,Pending
C1938,Unauthorized commercial establishment causing Noise Pollution late night in Saket for 5 days.,Other,Noise Pollution,Saket,5 days,28.52625,77.2057,Pending
C1737,"Broken boundary wall and Broken Bench in municipal garden, Mayur Vihar Phase 1.",Parks,Broken Bench,Mayur Vihar Phase 1,5 days,28.608455,77.297103,Pending
C1244,Black foul-smelling Sewage Blockage flooding the main road in Janakpuri Block B for 2 weeks.,Sewage,Sewage Blockage,Janakpuri Block B,2 weeks,28.622171,77.088829,Pending
C1731,"Key traffic junction has Traffic Signal Down at Lajpat Nagar crossing, accidents happening daily.",Traffic,Traffic Signal Down,Lajpat Nagar,almost 10 days,28.568369,77.243133,In Progress
C1405,Large Road Damage right in front of Metro Station in Saket. Please fix immediately.,Roads,Road Damage,Saket,3 days,28.525073,77.207833,Pending
C1449,"Drinking water supply in Connaught Place has brown smelly Pipeline Burst for 2 weeks, health risk to residents.",Water,Pipeline Burst,Connaught Place,2 weeks,28.632826,77.218592,Pending
C1167,"Severe Water Contamination observed near Police Station in Rohini Sector 14, clean drinking water being wasted for since Monday.",Water,Water Contamination,Rohini Sector 14,since Monday,28.719964,77.132596,In Progress
C1262,"The road in Dwarka Sector 6 has an unrepaired Road Damage for for past 4 days, vehicles are getting damaged.",Roads,Road Damage,Dwarka Sector 6,for past 4 days,28.581576,77.060992,In Progress
C1015,"Manhole lid broken with Sewage Blockage near school in Pitampura, life-threatening for children.",Sewage,Sewage Blockage,Pitampura,almost 10 days,28.698194,77.138956,In Progress
C1685,Distribution transformer has Power Outage sparking continuously near Metro Station in Indirapuram.,Electrical,Power Outage,Indirapuram,24 hours,28.640333,77.372176,Pending
C1694,"Broken boundary wall and Park Cleanliness in municipal garden, Mayur Vihar Phase 1.",Parks,Park Cleanliness,Mayur Vihar Phase 1,48 hours,28.608324,77.295141,Pending
C1903,Commercial vehicles and cabs doing Traffic Congestion on narrow road in Connaught Place for 2 weeks.,Traffic,Traffic Congestion,Connaught Place,2 weeks,28.632263,77.215045,In Progress
C2189,There is a deep Footpath Damage on Krishna Nagar Main Road causing severe traffic congestion.,Roads,Footpath Damage,Krishna Nagar,3 days,28.661874,77.277234,Pending
C1838,Open drain with Manhole Overflow causing severe mosquito menace in Civil Lines.,Sewage,Manhole Overflow,Civil Lines,48 hours,28.678988,77.220448,Pending
C1909,"Major Water Leakage on the main line near Govt Senior Secondary School in Lajpat Nagar, whole sector affected.",Water,Water Leakage,Lajpat Nagar,almost 10 days,28.566172,77.242122,Pending
C1456,Children play area has damaged swings and Park Cleanliness in Shahdara municipal park.,Parks,Park Cleanliness,Shahdara,since Monday,28.6746,77.288795,Resolved
C1948,Unauthorized commercial establishment causing Noise Pollution late night in Shahdara for for past 4 days.,Other,Noise Pollution,Shahdara,for past 4 days,28.672557,77.290088,Pending
C1869,Children play area has damaged swings and Broken Bench in Janakpuri Block B municipal park.,Parks,Broken Bench,Janakpuri Block B,5 days,28.622123,77.089491,In Progress
C1212,"Street dark and unsafe for women due to Transformer Fault on 3rd Cross, Saket for since Monday.",Electrical,Transformer Fault,Saket,since Monday,28.525956,77.206782,In Progress
C1284,"Drinking water supply in Rohini Sector 14 has brown smelly Water Leakage for for past 4 days, health risk to residents.",Water,Water Leakage,Rohini Sector 14,for past 4 days,28.717902,77.130686,Pending
C1298,Dense bushes and Tree Fall Hazard in Mayur Vihar Phase 1 park haven't been trimmed for almost 10 days.,Parks,Tree Fall Hazard,Mayur Vihar Phase 1,almost 10 days,28.610597,77.293944,Pending
C1579,There is a deep Road Damage on Civil Lines Main Road causing severe traffic congestion.,Roads,Road Damage,Civil Lines,5 days,28.680289,77.221428,Pending
C1350,"Massive Dead Animal accumulating near Metro Station in Dwarka Sector 6 for since last Thursday, terrible stench.",Sanitation,Dead Animal,Dwarka Sector 6,since last Thursday,28.583984,77.062497,Pending
C1653,Black foul-smelling Sewage Blockage flooding the main road in Karol Bagh for 2 days.,Sewage,Sewage Blockage,Karol Bagh,2 days,28.652013,77.188847,Resolved
C1751,"Massive Overflowing Bin accumulating near Mother Dairy in Indirapuram for since Monday, terrible stench.",Sanitation,Overflowing Bin,Indirapuram,since Monday,28.642949,77.370266,In Progress
C2070,Contaminated foul-smelling water coming from taps in Civil Lines for 1 week.,Water,Pipeline Burst,Civil Lines,1 week,28.677247,77.223313,In Progress
C2045,Illegal temporary stalls and Noise Pollution blocking the walkway in Karol Bagh.,Other,Noise Pollution,Karol Bagh,since Monday,28.650183,77.192365,Pending
C2128,Illegal waste and Dead Animal dumped openly beside Police Station in Civil Lines.,Sanitation,Dead Animal,Civil Lines,48 hours,28.676926,77.224131,Resolved
C1391,"The road in Krishna Nagar has an unrepaired Footpath Damage for for past 4 days, vehicles are getting damaged.",Roads,Footpath Damage,Krishna Nagar,for past 4 days,28.659373,77.280435,In Progress
C1807,Underground Water Contamination near Pillar 45 causing street flooding in Indirapuram.,Water,Water Contamination,Indirapuram,1 week,28.641557,77.37103,Resolved
C1595,Heavy storm caused Broken Bench blocking the entrance of Saket park near Bus Stand.,Parks,Broken Bench,Saket,since last Thursday,28.523017,77.205733,Pending
C1476,Public health emergency due to unattended Dead Animal near school gate in Lajpat Nagar.,Sanitation,Dead Animal,Lajpat Nagar,24 hours,28.567949,77.243631,Resolved
C1078,Pack of aggressive stray dogs causing Public Nuisance near City Hospital in Noida Sector 62.,Other,Public Nuisance,Noida Sector 62,24 hours,28.629191,77.364261,Resolved
C2021,Loudspeakers and industrial machinery causing unbearable Stray Animals in residential Shahdara for 5 days.,Other,Stray Animals,Shahdara,5 days,28.672082,77.286272,Pending
C1278,Unauthorized commercial establishment causing Encroachment late night in Krishna Nagar for since last Thursday.,Other,Encroachment,Krishna Nagar,since last Thursday,28.659745,77.277267,Resolved
C1354,Choked drainage and Sewage Blockage outside Police Station in Karol Bagh for past 2 weeks.,Sewage,Sewage Blockage,Karol Bagh,2 weeks,28.652332,77.189172,Resolved
C1866,"Urgent repair needed for Road Damage near Mother Dairy, road surface completely broken.",Roads,Road Damage,Karol Bagh,since Monday,28.653121,77.192212,Pending
C1639,"Underground sewer line has Manhole Overflow near Post Office in Janakpuri Block B, water entering ground floor homes.",Sewage,Manhole Overflow,Janakpuri Block B,1 week,28.622931,77.086065,Resolved
C1197,Auto-rickshaws blocking entry with Traffic Congestion outside Railway Crossing in Saket.,Traffic,Traffic Congestion,Saket,2 days,28.5227,77.20715,Pending
C1857,Illegal temporary stalls and Stray Animals blocking the walkway in Janakpuri Block B.,Other,Stray Animals,Janakpuri Block B,2 days,28.621504,77.087516,Pending
C1144,"Severe Water Leakage observed near Pillar 45 in Lajpat Nagar, clean drinking water being wasted for 3 days.",Water,Water Leakage,Lajpat Nagar,3 days,28.568678,77.242791,Pending
C1659,Missing directional signboard and Illegal Parking near Bus Stand in Connaught Place.,Traffic,Illegal Parking,Connaught Place,since last Thursday,28.632417,77.216691,Resolved
C1559,Auto-rickshaws blocking entry with Traffic Congestion outside Mother Dairy in Dwarka Sector 6.,Traffic,Traffic Congestion,Dwarka Sector 6,for past 4 days,28.580491,77.058996,Pending
C1360,"Dangerous Road Damage near Mother Dairy in Vasant Kunj for 2 days, multiple bike slips reported.",Roads,Road Damage,Vasant Kunj,2 days,28.531116,77.152176,In Progress
C1573,Black foul-smelling Sewage Overflow flooding the main road in Civil Lines for 5 days.,Sewage,Sewage Overflow,Civil Lines,5 days,28.677776,77.222177,Pending
C1642,"Heavy rain created a massive Pothole in Noida Sector 62, risk of fatal accidents at night.",Roads,Pothole,Noida Sector 62,1 week,28.628075,77.364482,Resolved
C1545,Illegal temporary stalls and Stray Animals blocking the walkway in Vasant Kunj.,Other,Stray Animals,Vasant Kunj,almost 10 days,28.529143,77.154247,Pending
C1429,"Broken boundary wall and Tree Fall Hazard in municipal garden, Karol Bagh.",Parks,Tree Fall Hazard,Karol Bagh,2 days,28.652022,77.19269,Pending
C1120,Stagnant sewer water and Sewage Overflow overflowing onto pavement in Indirapuram for 2 days.,Sewage,Sewage Overflow,Indirapuram,2 days,28.641764,77.372143,Resolved
C1092,Black foul-smelling Manhole Overflow flooding the main road in Saket for 2 weeks.,Sewage,Manhole Overflow,Saket,2 weeks,28.525551,77.2071,In Progress
C1365,Distribution transformer has Transformer Fault sparking continuously near Govt Senior Secondary School in Krishna Nagar.,Electrical,Transformer Fault,Krishna Nagar,2 weeks,28.658472,77.280885,Resolved
C1332,"Key traffic junction has Traffic Congestion at Mayur Vihar Phase 1 crossing, accidents happening daily.",Traffic,Traffic Congestion,Mayur Vihar Phase 1,2 days,28.610176,77.296789,Pending
C1263,Auto-rickshaws blocking entry with Illegal Parking outside Govt Senior Secondary School in Pitampura.,Traffic,Illegal Parking,Pitampura,almost 10 days,28.699085,77.138054,Pending
C1924,"Public park in Mayur Vihar Phase 1 has Broken Bench for for past 4 days, unsafe for walking.",Parks,Broken Bench,Mayur Vihar Phase 1,for past 4 days,28.60747,77.296514,In Progress
C1700,"Major intersection in Connaught Place has Traffic Signal Down near Bus Stand, creating chaotic traffic jam.",Traffic,Traffic Signal Down,Connaught Place,24 hours,28.629953,77.216626,In Progress
C1767,"Heavy rain created a massive Missing Manhole Cover in Saket, risk of fatal accidents at night.",Roads,Missing Manhole Cover,Saket,5 days,28.524296,77.206281,Resolved
C1672,Public health emergency due to unattended Overflowing Bin near school gate in Krishna Nagar.,Sanitation,Overflowing Bin,Krishna Nagar,48 hours,28.660955,77.279289,Pending
C1984,"Frequent sudden Power Outage in Karol Bagh for 2 weeks, appliances getting damaged.",Electrical,Power Outage,Karol Bagh,2 weeks,28.652275,77.190059,In Progress
C1025,Commercial vehicles and cabs doing Traffic Signal Down on narrow road in Rohini Sector 14 for since last Thursday.,Traffic,Traffic Signal Down,Rohini Sector 14,since last Thursday,28.717794,77.132188,Pending
C1916,Public health emergency due to unattended Garbage Dump near school gate in Janakpuri Block B.,Sanitation,Garbage Dump,Janakpuri Block B,almost 10 days,28.623403,77.089691,Pending
C1831,"Major Water Leakage on the main line near Community Center in Mayur Vihar Phase 1, whole sector affected.",Water,Water Leakage,Mayur Vihar Phase 1,3 days,28.608966,77.295524,Pending
C2135,"Frequent sudden Power Outage in Indirapuram for 2 days, appliances getting damaged.",Electrical,Power Outage,Indirapuram,2 days,28.641539,77.371975,Pending
C2084,Heavy storm caused Overgrown Vegetation blocking the entrance of Janakpuri Block B park near Community Center.,Parks,Overgrown Vegetation,Janakpuri Block B,2 weeks,28.622686,77.08658,Resolved
C1097,"Underground sewer line has Sewage Overflow near Mother Dairy in Noida Sector 62, water entering ground floor homes.",Sewage,Sewage Overflow,Noida Sector 62,almost 10 days,28.627769,77.364013,Manual Review
